geometry_id,measurement_id,channel0,channel1,timestamp,value
1599062399503472383,0,268,0,8,7
1599062399503472383,0,269,0,8,7
1599062399503472383,0,550,0,8,7
1599062399503472383,0,724,0,8,7
1599062399503472383,0,1126,0,8,7
1599062399503472383,0,1195,0,8,7
1599062399503472383,0,1197,0,8,7
