geometry_id,measurement_id,channel0,channel1,timestamp,value
13792292246659967,0,1,0,8,8
13792292246659967,0,2,0,8,8
13792292246659967,0,3,0,8,8
13792292246659967,0,5,0,8,8
13792292246659967,0,6,0,8,8
13792292246659967,0,7,0,8,8
13792292246659967,0,9,0,8,8
13792292246659967,0,10,0,8,8
13792292246659967,0,11,0,8,8
13792292246659967,0,12,0,8,8
13792292246659967,0,15,0,8,8
