local0,local1,var_local0,var_local1,geometry_id,measurement_id,cluster_link,meas_dim
-9.5,-0.25,0.0833333358168602,0.02083333395421505,1.3792292246659968e+16,0.0,1.8446744073709552e+19,2.802596928649634e-45
9.25,-0.25,0.02083333395421505,0.02083333395421505,1.3792292246659968e+16,1.0,1.8446744073709552e+19,2.802596928649634e-45
